wmo,regiao,uf,estacao,latitude,longitude,altitude,data_de_fundacao,source_file
A622,SE,ES,PRESIDENTE KENNEDY,"-21,10083333","-41,03944444","69,12",18/06/08,inmet_SE_ES_A622_PRESIDENTE-KENNEDY_01-01-2024_A_31-12-2024_dados.csv
A632,SE,ES,MARILANDIA,"-19,40722222","-40,53972221",95,22/03/17,inmet_SE_ES_A632_MARILANDIA_01-01-2024_A_31-12-2024_dados.csv
A633,SE,ES,VENDA NOVA DO IMIGRANTE,"-20,38555555","-41,18999999",722,10/02/17,inmet_SE_ES_A633_VENDA-NOVA-DO-IMIGRANTE_01-01-2024_A_31-12-2024_dados.csv
A634,SE,ES,VILA VELHA,"-20,46694443","-40,40388888",25,15/02/17,inmet_SE_ES_A634_VILA-VELHA_01-01-2024_A_31-12-2024_dados.csv
A657,SE,ES,AFONSO CLAUDIO,"-20,10416666","-41,10694444","507,48",24/09/11,inmet_SE_ES_A657_AFONSO-CLAUDIO_01-01-2024_A_31-12-2024_dados.csv
A502,SE,MG,BARBACENA,"-21,22833332","-43,76777777","1168,76",05/12/02,inmet_SE_MG_A502_BARBACENA_01-01-2024_A_31-12-2024_dados.csv
A505,SE,MG,ARAXA,"-19,60583333","-46,94972221","1018,32",19/12/02,inmet_SE_MG_A505_ARAXA_01-01-2024_A_31-12-2024_dados.csv
A506,SE,MG,MONTES CLAROS,"-16,68638888","-43,84388888","645,87",19/12/02,inmet_SE_MG_A506_MONTES-CLAROS_01-01-2024_A_31-12-2024_dados.csv
A507,SE,MG,UBERLANDIA,"-18,91694443","-48,25555555","874,77",18/12/02,inmet_SE_MG_A507_UBERLANDIA_01-01-2024_A_31-12-2024_dados.csv
A508,SE,MG,ALMENARA,"-16,16666666","-40,68777777","189,11",15/12/02,inmet_SE_MG_A508_ALMENARA_01-01-2024_A_31-12-2024_dados.csv
A509,SE,MG,MONTE VERDE,"-22,86166666","-46,04333333","1544,89",19/12/04,inmet_SE_MG_A509_MONTE-VERDE_01-01-2024_A_31-12-2024_dados.csv
A511,SE,MG,TIMOTEO,"-19,57388888","-42,62249999","493,42",22/02/06,inmet_SE_MG_A511_TIMOTEO_01-01-2024_A_31-12-2024_dados.csv
A512,SE,MG,ITUIUTABA,"-18,95277777","-49,52499999","540,08",12/05/06,inmet_SE_MG_A512_ITUIUTABA_01-01-2024_A_31-12-2024_dados.csv
A513,SE,MG,OURO BRANCO,"-20,55666666","-43,75611111","1048,2",28/07/06,inmet_SE_MG_A513_OURO-BRANCO_01-01-2024_A_31-12-2024_dados.csv
A514,SE,MG,SAO JOAO DEL REI,"-21,10638888","-44,25083333","929,88",09/06/06,inmet_SE_MG_A514_SAO-JOAO-DEL-REI_01-01-2024_A_31-12-2024_dados.csv
A515,SE,MG,VARGINHA,"-21,56638888","-45,40416666","949,78",13/07/06,inmet_SE_MG_A515_VARGINHA_01-01-2024_A_31-12-2024_dados.csv
A517,SE,MG,MURIAE,"-21,105","-42,37583332","282,79",30/08/06,inmet_SE_MG_A517_MURIAE_01-01-2024_A_31-12-2024_dados.csv
A518,SE,MG,JUIZ DE FORA,"-21,769965","-43,364329","936,88",26/05/07,inmet_SE_MG_A518_JUIZ-DE-FORA_01-01-2024_A_31-12-2024_dados.csv
A519,SE,MG,CAMPINA VERDE,"-19,53921","-49,518133","559,07",15/07/06,inmet_SE_MG_A519_CAMPINA-VERDE_01-01-2024_A_31-12-2024_dados.csv
A520,SE,MG,CONCEICAO DAS ALAGOAS,"-19,98583333","-48,15166666","572,54",18/07/06,inmet_SE_MG_A520_CONCEICAO-DAS-ALAGOAS_01-01-2024_A_31-12-2024_dados.csv
A521,SE,MG,BELO HORIZONTE (PAMPULHA),"-19,88388888","-43,96944443","854,02",10/10/06,inmet_SE_MG_A521_BELO-HORIZONTE-(PAMPULHA)_01-01-2024_A_31-12-2024_dados.csv
A522,SE,MG,SERRA DOS AIMORES,"-17,79888888","-40,25","211,97",21/08/06,inmet_SE_MG_A522_SERRA-DOS-AIMORES_01-01-2024_A_31-12-2024_dados.csv
A523,SE,MG,PATROCINIO,"-18,99666666","-46,98583333","978,11",22/08/06,inmet_SE_MG_A523_PATROCINIO_01-01-2024_A_31-12-2024_dados.csv
A525,SE,MG,SACRAMENTO,"-19,87527777","-47,43416666","913,12",19/08/06,inmet_SE_MG_A525_SACRAMENTO_01-01-2024_A_31-12-2024_dados.csv
A526,SE,MG,MONTALVANIA,"-14,40833333","-44,40416666","519,52",26/06/07,inmet_SE_MG_A526_MONTALVANIA_01-01-2024_A_31-12-2024_dados.csv
A527,SE,MG,TEOFILO OTONI,"-17,89277777","-41,51555555","467,17",25/08/06,inmet_SE_MG_A527_TEOFILO-OTONI_01-01-2024_A_31-12-2024_dados.csv
A528,SE,MG,TRES MARIAS,"-18,200855","-45,459836","931,01",25/08/06,inmet_SE_MG_A528_TRES-MARIAS_01-01-2024_A_31-12-2024_dados.csv
A529,SE,MG,PASSA QUATRO,"-22,39583333","-44,96194444","1017,1",30/05/07,inmet_SE_MG_A529_PASSA-QUATRO_01-01-2024_A_31-12-2024_dados.csv
A530,SE,MG,CALDAS,"-21,918066","-46,382996","1077,34",28/11/06,inmet_SE_MG_A530_CALDAS_01-01-2024_A_31-12-2024_dados.csv
A531,SE,MG,MARIA DA FE,"-22,31444444","-45,37305554","1281,43",01/12/06,inmet_SE_MG_A531_MARIA-DA-FE_01-01-2024_A_31-12-2024_dados.csv
A532,SE,MG,GOVERNADOR VALADARES,"-18,830354","-41,977007","198,24",27/05/07,inmet_SE_MG_A532_GOVERNADOR-VALADARES_01-01-2024_A_31-12-2024_dados.csv
A534,SE,MG,AIMORES,"-19,53277777","-41,09083333",301,05/08/07,inmet_SE_MG_A534_AIMORES_01-01-2024_A_31-12-2024_dados.csv
A535,SE,MG,FLORESTAL,"-19,88527777","-44,41694443","753,5",27/06/08,inmet_SE_MG_A535_FLORESTAL_01-01-2024_A_31-12-2024_dados.csv
A536,SE,MG,DORES DO INDAIA,"-19,48194443","-45,59388888","721,09",01/06/07,inmet_SE_MG_A536_DORES-DO-INDAIA_01-01-2024_A_31-12-2024_dados.csv
A538,SE,MG,CURVELO,"-18,74777777","-44,45388888","669,48",18/12/06,inmet_SE_MG_A538_CURVELO_01-01-2024_A_31-12-2024_dados.csv
A544,SE,MG,BURITIS,"-15,52416666","-46,43555555",894,19/06/07,inmet_SE_MG_A544_BURITIS_01-01-2024_A_31-12-2024_dados.csv
A545,SE,MG,PIRAPORA,"-17,258064","-44,835556","505,32",04/07/07,inmet_SE_MG_A545_PIRAPORA_01-01-2024_A_31-12-2024_dados.csv
A546,SE,MG,GUARDA-MOR,"-17,56138888","-47,19916666","997,01",11/07/07,inmet_SE_MG_A546_GUARDA-MOR_01-01-2024_A_31-12-2024_dados.csv
A550,SE,MG,ITAOBIM,"-16,57555554","-41,48555555","271,63",05/09/07,inmet_SE_MG_A550_ITAOBIM_01-01-2024_A_31-12-2024_dados.csv
A552,SE,MG,SALINAS,"-16,16027777","-42,31027777","487,14",14/09/07,inmet_SE_MG_A552_SALINAS_01-01-2024_A_31-12-2024_dados.csv
A553,SE,MG,JOAO PINHEIRO,"-17,78444444","-46,11944443","877,05",07/07/07,inmet_SE_MG_A553_JOAO-PINHEIRO_01-01-2024_A_31-12-2024_dados.csv
A554,SE,MG,CARATINGA,"-19,73583333","-42,13722221","609,25",24/05/07,inmet_SE_MG_A554_CARATINGA_01-01-2024_A_31-12-2024_dados.csv
A555,SE,MG,IBIRITE (ROLA MOCA),"-20,03138888","-44,01111111","1198,82",06/06/08,inmet_SE_MG_A555_IBIRITE-(ROLA-MOCA)_01-01-2024_A_31-12-2024_dados.csv
A557,SE,MG,CORONEL PACHECO,"-21,54666666","-43,26111111","411,14",17/10/12,inmet_SE_MG_A557_CORONEL-PACHECO_01-01-2024_A_31-12-2024_dados.csv
A560,SE,MG,POMPEU,"-19,23249999","-44,96416666",705,21/08/15,inmet_SE_MG_A560_POMPEU_01-01-2024_A_31-12-2024_dados.csv
A562,SE,MG,PATOS DE MINAS,"-18,52055554","-46,44055555",950,12/05/17,inmet_SE_MG_A562_PATOS-DE-MINAS_01-01-2024_A_31-12-2024_dados.csv
A563,SE,MG,NOVA PORTEIRINHA (JANAUBA),"-15,80277777","-43,29694444",532,19/11/16,inmet_SE_MG_A563_NOVA-PORTEIRINHA-(JANAUBA)_01-01-2024_A_31-12-2024_dados.csv
A564,SE,MG,DIVINOPOLIS,"-20,17333332","-44,87499999",796,26/10/17,inmet_SE_MG_A564_DIVINOPOLIS_01-01-2024_A_31-12-2024_dados.csv
A565,SE,MG,BAMBUI,"-20,0311111","-46,00888888",697,23/11/16,inmet_SE_MG_A565_BAMBUI_01-01-2024_A_31-12-2024_dados.csv
A566,SE,MG,ARACUAI,"-16,84888888","-42,03527777",308,19/05/17,inmet_SE_MG_A566_ARACUAI_01-01-2024_A_31-12-2024_dados.csv
A567,SE,MG,MACHADO,"-21,68083332","-45,94444444",969,21/07/17,inmet_SE_MG_A567_MACHADO_01-01-2024_A_31-12-2024_dados.csv
A568,SE,MG,UBERABA,"-19,71","-47,96194444",778,19/05/17,inmet_SE_MG_A568_UBERABA_01-01-2024_A_31-12-2024_dados.csv
A569,SE,MG,SETE LAGOAS,"-19,45527777","-44,17333332",719,10/06/16,inmet_SE_MG_A569_SETE-LAGOAS_01-01-2024_A_31-12-2024_dados.csv
A570,SE,MG,OLIVEIRA,"-20,715","-44,86444444",1025,19/10/17,inmet_SE_MG_A570_OLIVEIRA_01-01-2024_A_31-12-2024_dados.csv
A571,SE,MG,PARACATU,"-17,24444444","-46,88166666",705,16/03/18,inmet_SE_MG_A571_PARACATU_01-01-2024_A_31-12-2024_dados.csv
F501,SE,MG,BELO HORIZONTE - CERCADINHO,"-19,97999999","-43,95861111","1199,55",27/12/13,inmet_SE_MG_F501_BELO-HORIZONTE---CERCADINHO_01-01-2024_A_31-12-2024_dados.csv
A601,SE,RJ,SEROPEDICA-ECOLOGIA AGRICOLA,"-22,75777777","-43,68472221",35,24/05/00,inmet_SE_RJ_A601_SEROPEDICA-ECOLOGIA-AGRICOLA_01-01-2024_A_31-12-2024_dados.csv
A602,SE,RJ,RIO DE JANEIRO-MARAMBAIA,"-23,05027777","-43,59555555",12,08/11/02,inmet_SE_RJ_A602_RIO-DE-JANEIRO-MARAMBAIA_01-01-2024_A_31-12-2024_dados.csv
A603,SE,RJ,DUQUE DE CAXIAS - XEREM,"-22,58972221","-43,28222221",22,21/10/02,inmet_SE_RJ_A603_DUQUE-DE-CAXIAS---XEREM_01-01-2024_A_31-12-2024_dados.csv
A604,SE,RJ,CAMBUCI,"-21,58749999","-41,95833333",46,20/11/02,inmet_SE_RJ_A604_CAMBUCI_01-01-2024_A_31-12-2024_dados.csv
A607,SE,RJ,CAMPOS DOS GOYTACAZES,"-21,71472222","-41,34388888",17,25/09/06,inmet_SE_RJ_A607_CAMPOS-DOS-GOYTACAZES_01-01-2024_A_31-12-2024_dados.csv
A608,SE,RJ,MACAE,"-22,3761111","-41,81194444",28,22/09/06,inmet_SE_RJ_A608_MACAE_01-01-2024_A_31-12-2024_dados.csv
A609,SE,RJ,RESENDE,"-22,45138888","-44,44499999","438,83",29/09/06,inmet_SE_RJ_A609_RESENDE_01-01-2024_A_31-12-2024_dados.csv
A610,SE,RJ,PICO DO COUTO,"-22,46472222","-43,29138888",1777,22/10/06,inmet_SE_RJ_A610_PICO-DO-COUTO_01-01-2024_A_31-12-2024_dados.csv
A611,SE,RJ,VALENCA,"-22,35805555","-43,69555555",370,27/09/06,inmet_SE_RJ_A611_VALENCA_01-01-2024_A_31-12-2024_dados.csv
A618,SE,RJ,TERESOPOLIS-PARQUE NACIONAL,"-22,4486111","-42,98694444",981,01/11/06,inmet_SE_RJ_A618_TERESOPOLIS-PARQUE-NACIONAL_01-01-2024_A_31-12-2024_dados.csv
A619,SE,RJ,PARATY,"-23,2236111","-44,72694443",3,19/11/06,inmet_SE_RJ_A619_PARATY_01-01-2024_A_31-12-2024_dados.csv
A621,SE,RJ,RIO DE JANEIRO - VILA MILITAR,"-22,86138888","-43,41138888","30,43",13/04/07,inmet_SE_RJ_A621_RIO-DE-JANEIRO---VILA-MILITAR_01-01-2024_A_31-12-2024_dados.csv
A624,SE,RJ,NOVA FRIBURGO - SALINAS,"-22,33472221","-42,67694443",1070,18/09/10,inmet_SE_RJ_A624_NOVA-FRIBURGO---SALINAS_01-01-2024_A_31-12-2024_dados.csv
A625,SE,RJ,TRES RIOS,"-22,09833333","-43,20833333",295,08/06/16,inmet_SE_RJ_A625_TRES-RIOS_01-01-2024_A_31-12-2024_dados.csv
A626,SE,RJ,RIO CLARO,"-22,653579","-44,040916",516,03/06/16,inmet_SE_RJ_A626_RIO-CLARO_01-01-2024_A_31-12-2024_dados.csv
A627,SE,RJ,NITEROI,"-22,86749999","-43,10194444",6,13/07/18,inmet_SE_RJ_A627_NITEROI_01-01-2024_A_31-12-2024_dados.csv
A628,SE,RJ,ANGRA DOS REIS,"-22,97555554","-44,30333333",6,25/08/17,inmet_SE_RJ_A628_ANGRA-DOS-REIS_01-01-2024_A_31-12-2024_dados.csv
A629,SE,RJ,CARMO,"-21,9386111","-42,60083333",293,11/10/18,inmet_SE_RJ_A629_CARMO_01-01-2024_A_31-12-2024_dados.csv
A630,SE,RJ,SANTA MARIA MADALENA,"-21,95055555","-42,01027777",586,16/10/18,inmet_SE_RJ_A630_SANTA-MARIA-MADALENA_01-01-2024_A_31-12-2024_dados.csv
A636,SE,RJ,RIO DE JANEIRO - JACAREPAGUA,"-22,93999999","-43,40277777",20,10/08/17,inmet_SE_RJ_A636_RIO-DE-JANEIRO---JACAREPAGUA_01-01-2024_A_31-12-2024_dados.csv
A637,SE,RJ,Paty do Alferes - Avelar,"-22,34722221","-43,41777777",508,10/11/22,inmet_SE_RJ_A637_Paty-do-Alferes---Avelar_01-01-2024_A_31-12-2024_dados.csv
A652,SE,RJ,RIO DE JANEIRO - FORTE DE COPACABANA,"-22,98833333","-43,19055555","25,59",18/05/07,inmet_SE_RJ_A652_RIO-DE-JANEIRO---FORTE-DE-COPACABANA_01-01-2024_A_31-12-2024_dados.csv
A659,SE,RJ,SILVA JARDIM,"-22,64583333","-42,41555555",19,28/08/15,inmet_SE_RJ_A659_SILVA-JARDIM_01-01-2024_A_31-12-2024_dados.csv
A667,SE,RJ,SAQUAREMA - SAMPAIO CORREIA,"-22,8711111","-42,60888888",26,02/09/15,inmet_SE_RJ_A667_SAQUAREMA---SAMPAIO-CORREIA_01-01-2024_A_31-12-2024_dados.csv
A701,SE,SP,SAO PAULO - MIRANTE,"-23,49638888","-46,61999999","785,64",25/07/06,inmet_SE_SP_A701_SAO-PAULO---MIRANTE_01-01-2024_A_31-12-2024_dados.csv
A706,SE,SP,CAMPOS DO JORDAO,"-22,75027777","-45,60388888","1662,95",13/03/02,inmet_SE_SP_A706_CAMPOS-DO-JORDAO_01-01-2024_A_31-12-2024_dados.csv
A712,SE,SP,IGUAPE,"-24,67166666","-47,54583333","2,7",20/07/06,inmet_SE_SP_A712_IGUAPE_01-01-2024_A_31-12-2024_dados.csv
A716,SE,SP,OURINHOS,"-23,00055555","-49,84333333",500,29/08/06,inmet_SE_SP_A716_OURINHOS_01-01-2024_A_31-12-2024_dados.csv
A727,SE,SP,LINS,"-21,66611111","-49,73472221","460,65",20/09/06,inmet_SE_SP_A727_LINS_01-01-2024_A_31-12-2024_dados.csv
A728,SE,SP,TAUBATE,"-23,04166666","-45,52083332","582,26",20/12/06,inmet_SE_SP_A728_TAUBATE_01-01-2024_A_31-12-2024_dados.csv
A733,SE,SP,JALES,"-20,165","-50,59499999","460,44",22/08/07,inmet_SE_SP_A733_JALES_01-01-2024_A_31-12-2024_dados.csv
A736,SE,SP,ARIRANHA,"-21,13305554","-48,84055555","525,44",13/11/07,inmet_SE_SP_A736_ARIRANHA_01-01-2024_A_31-12-2024_dados.csv
A739,SE,SP,ITAPIRA,"-22,415","-46,80527777","634,89",05/11/07,inmet_SE_SP_A739_ITAPIRA_01-01-2024_A_31-12-2024_dados.csv
A740,SE,SP,SAO LUIZ DO PARAITINGA,"-23,22833332","-45,41694443",874,01/11/07,inmet_SE_SP_A740_SAO-LUIZ-DO-PARAITINGA_01-01-2024_A_31-12-2024_dados.csv
A744,SE,SP,BRAGANCA PAULISTA,"-22,94916666","-46,5261111",891,20/12/17,inmet_SE_SP_A744_BRAGANCA-PAULISTA_01-01-2024_A_31-12-2024_dados.csv
A746,SE,SP,BARRA DO TURVO,"-24,96277777","-48,41638888","659,89",03/07/08,inmet_SE_SP_A746_BARRA-DO-TURVO_01-01-2024_A_31-12-2024_dados.csv
A748,SE,SP,BARRETOS,"-20,55916666","-48,54499999","534,36",19/06/10,inmet_SE_SP_A748_BARRETOS_01-01-2024_A_31-12-2024_dados.csv
A753,SE,SP,ITUVERAVA,"-20,35972222","-47,77527777","610,58",17/07/08,inmet_SE_SP_A753_ITUVERAVA_01-01-2024_A_31-12-2024_dados.csv
A762,SE,SP,DRACENA,"-21,45777777","-51,55222222",383,03/11/16,inmet_SE_SP_A762_DRACENA_01-01-2024_A_31-12-2024_dados.csv
A763,SE,SP,MARILIA,"-22,23527777","-49,965",660,15/05/17,inmet_SE_SP_A763_MARILIA_01-01-2024_A_31-12-2024_dados.csv
A766,SE,SP,REGISTRO,"-24,53305554","-47,86416666",35,09/02/17,inmet_SE_SP_A766_REGISTRO_01-01-2024_A_31-12-2024_dados.csv
A769,SE,SP,CACHOEIRA PAULISTA,"-22,68888888","-45,00555555",586,20/10/17,inmet_SE_SP_A769_CACHOEIRA-PAULISTA_01-01-2024_A_31-12-2024_dados.csv
A771,SE,SP,SAO PAULO - INTERLAGOS,"-23,72444443","-46,67749999",771,14/03/18,inmet_SE_SP_A771_SAO-PAULO---INTERLAGOS_01-01-2024_A_31-12-2024_dados.csv
A807,S,PR,CURITIBA,"-25,4486111","-49,23055554","922,91",28/01/03,inmet_S_PR_A807_CURITIBA_01-01-2024_A_31-12-2024_dados.csv
A818,S,PR,IVAI,"-25,01083333","-50,85388888","803,58",11/07/06,inmet_S_PR_A818_IVAI_01-01-2024_A_31-12-2024_dados.csv
A819,S,PR,CASTRO,"-24,77999999","-50,04638888",1016,09/07/06,inmet_S_PR_A819_CASTRO_01-01-2024_A_31-12-2024_dados.csv
A820,S,PR,MAL. CANDIDO RONDON,"-24,53333333","-54,01916666","392,07",18/11/06,inmet_S_PR_A820_MAL.-CANDIDO-RONDON_01-01-2024_A_31-12-2024_dados.csv
A821,S,PR,JOAQUIM TAVORA,"-23,50527777","-49,94638888","512,67",23/11/06,inmet_S_PR_A821_JOAQUIM-TAVORA_01-01-2024_A_31-12-2024_dados.csv
A822,S,PR,NOVA TEBAS,"-24,43388888","-51,95388888",660,21/12/06,inmet_S_PR_A822_NOVA-TEBAS_01-01-2024_A_31-12-2024_dados.csv
A823,S,PR,INACIO MARTINS,"-25,567879","-51,077946","1208,85",16/10/06,inmet_S_PR_A823_INACIO-MARTINS_01-01-2024_A_31-12-2024_dados.csv
A825,S,PR,GOIOERE,"-24,18388888","-53,04888888",481,19/10/06,inmet_S_PR_A825_GOIOERE_01-01-2024_A_31-12-2024_dados.csv
A835,S,PR,MARINGA,"-23,40527777","-51,93277777","548,51",21/11/06,inmet_S_PR_A835_MARINGA_01-01-2024_A_31-12-2024_dados.csv
A842,S,PR,NOVA FATIMA,"-23,41527777","-50,57777777","664,31",08/02/07,inmet_S_PR_A842_NOVA-FATIMA_01-01-2024_A_31-12-2024_dados.csv
A843,S,PR,DOIS VIZINHOS,"-25,69916666","-53,09527777","545,95",29/03/07,inmet_S_PR_A843_DOIS-VIZINHOS_01-01-2024_A_31-12-2024_dados.csv
A849,S,PR,DIAMANTE DO NORTE,"-22,63944444","-52,89027777","368,22",06/03/08,inmet_S_PR_A849_DIAMANTE-DO-NORTE_01-01-2024_A_31-12-2024_dados.csv
